Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Camis Phone Number
SIDEWALK CAFE,1312717,Unenclosed,144,58 2ND REST CORP.,,58,2 AVENUE,,NEW YORK,NY,10003,2127772840
SIDEWALK CAFE,1313044,Unenclosed,250,BECAF LLC,,33,AVENUE B,,NEW YORK,NY,10009,2122284461
SIDEWALK CAFE,1313270,Unenclosed,102,CYRIL 254 FIFTH AVENUE LLC,,254,5 AVENUE,,NEW YORK,NY,10001,6464582436
SIDEWALK CAFE,1313474,Unenclosed,266,"133 MULBERRY STREET RESTAURANT, LLC",,133,MULBERRY STREET,,NEW YORK,NY,10013,2129253120
SIDEWALK CAFE,1313701,Unenclosed,393,MOJITO CUBAN CUISINE CORP,,82,WASHINGTON AVENUE,,BROOKLYN,NY,11205,7187973100
SIDEWALK CAFE,1313851,Unenclosed,216,PAOLA'S RETAURANT GROUP LLC,,1295,MADISON AVENUE,,NEW YORK,NY,10128,2127941890
SIDEWALK CAFE,1314137,Unenclosed,421,451 GRAHAM AVENUE CORP,,451,GRAHAM AVENUE,,BROOKLYN,NY,11222,7183890839
SIDEWALK CAFE,1314257,Unenclosed,243,662 FULTON ST RESTAURANT CORP,,662,FULTON STREET,,BROOKLYN,NY,11217,7188526503
SIDEWALK CAFE,1314393,Unenclosed,129,"JASPER'S PIZZA & MORE, LLC",,3535,RIVERDALE AVENUE,,BRONX,NY,10463,7186019000
SIDEWALK CAFE,1314421,Unenclosed,,2896 BROADWAY FOOD SERVICE INC.,,2893,BROADWAY,,NEW YORK,NY,10025,2126652800
SIDEWALK CAFE,1314788,Unenclosed,54,ROMY EAST LLC,,1420,3 AVENUE,,NEW YORK,NY,10028,2122880012
SIDEWALK CAFE,1314793,Unenclosed,175,AAM RESTAURANT LLC,,415,3 AVENUE,,NEW YORK,NY,10016,2127258484
SIDEWALK CAFE,1314804,Unenclosed,145,CAPICUA CORPORATION,,204 - 208,COLUMBUS AVENUE,,NEW YORK,NY,10023,2123625265
SIDEWALK CAFE,1314914,Unenclosed,101,SUBLIME PORTE LLC,TURKS & FROGS TRIBECA,458,GREENWICH STREET,,NEW YORK,NY,10013,2129664774
SIDEWALK CAFE,1315083,Unenclosed,78,RAVAGH RESTAURANT CORP.,,1237,1 AVENUE,,NEW YORK,NY,10065,2128617900
SIDEWALK CAFE,1315172,Unenclosed,89,"NEW YORK PIZZA 33, INC.",PIZZA 33,527,6 AVENUE,,NEW YORK,NY,10011,2122556333
SIDEWALK CAFE,1315213,Unenclosed,113,"E.D.O. FOOD IV, LLC.",,71,7 AVENUE SOUTH,,NEW YORK,NY,10014,2129242022
SIDEWALK CAFE,1315235,Unenclosed,344,CHICKEN SHACK INC,,35-02,30 AVENUE,,QUEENS,NY,11103,7187213035
SIDEWALK CAFE,1315316,Unenclosed,330,"AMSTERDAM ALE HOUSE,INCORPORATED",,340,AMSTERDAM AVENUE,,NEW YORK,NY,10024,9174073144
SIDEWALK CAFE,1315480,Unenclosed,124,ALPHA FUSION INC,,365,WEST   34 STREET,,NEW YORK,NY,10001,2122798887
SIDEWALK CAFE,1315623,Unenclosed,297,ALA TURK INC,,1417,2 AVENUE,,NY,NY,10021,2127442424
SIDEWALK CAFE,1315977,Unenclosed,140,RECTOR STREET FOOD ENTERPRISES LTD.,,11,RECTOR STREET,87-89 GREENWICH STREET,NEW YORK,NY,10006,2122698026
SIDEWALK CAFE,1316160,Unenclosed,178,ISTANBUL CAFE CORP.,,325,WEST   57 STREET,,NEW YORK,NY,10019,6462666593
SIDEWALK CAFE,1316170,Unenclosed,99,"MARCO POLO TAKE OUT, LLC",,347,COURT STREET,,BROOKLYN,NY,11231,7182431000
SIDEWALK CAFE,1316363,Unenclosed,147,"LITTLE APPLE, LTD",,537,WEST  207 STREET,,NEW YORK,NY,10034,2125678555
SIDEWALK CAFE,1316751,Unenclosed,57,SULLIVAN RESTAURANT LLC,,230,9 AVENUE,,NEW YORK,NY,10001,2122431105
SIDEWALK CAFE,1317766,Unenclosed,138,BROOKLYN HEIGHTS WINE BAR LLC,,50,HENRY STREET,,BROOKLYN,NY,11201,7188341776
SIDEWALK CAFE,1318210,Unenclosed,108,"WATAWA, INC",,33-10,DITMARS BOULEVARD,,ASTORIA,NY,11105,7185459596
SIDEWALK CAFE,1318225,Enclosed,287,SOUTHWEST 85TH RESTAURANT CORP.,,1633,SECOND AVENUE,,NEW YORK,NY,10028,2127449194
SIDEWALK CAFE,1318462,Unenclosed,203,VALDOME INC,,122,EAST   27 STREET,,NEW YORK,NY,10016,2122138771
SIDEWALK CAFE,1318806,Unenclosed,170,PGT REST. CORP.,,304,BOWERY,,NEW YORK,NY,10012,2122537030
SIDEWALK CAFE,1318895,Unenclosed,180,BLOSSOM RESTAURANT & CAFE INC.,,466,COLUMBUS AVENUE,,NEW YORK,NY,10024,2128752609
SIDEWALK CAFE,1319263,Unenclosed,425,GREENWICH HOTEL RESTURANT LLC,,377,GREENWICH STREET,,NEW YORK,NY,10013,9172241800
SIDEWALK CAFE,1319273,Unenclosed,162,PITA GRILL 77 LLC,VIA RESTAURANT,225,WEST   77 STREET,,NEW YORK,NY,10024,2123624500
SIDEWALK CAFE,1319786,Unenclosed,285,TAZZINI CORP.,,311,HENRY STREET,,BROOKLYN,NY,11201,7182430487
SIDEWALK CAFE,1319843,Unenclosed,83,C & P FOOD CORPORATION,,514,3 AVENUE,,NEW YORK,NY,10016,2125450144
SIDEWALK CAFE,1320327,Unenclosed,268,"DEFONTE'S OF NEW YORK, INC.",,261,THIRD AVENUE,,NEW YORK,NY,10010,7183176413
SIDEWALK CAFE,1320689,Unenclosed,165,324 SEVENTH AVE. RESTAURANT CORP.,,324,7 AVENUE,,NEW YORK,NY,10001,2126953806
SIDEWALK CAFE,1320701,Unenclosed,200,352 RESTAURANT CORP,,352,7 AVENUE,,NEW YORK,NY,10001,2122688930
SIDEWALK CAFE,1320710,Unenclosed,379,5693 RESTAURANT CORP,MUSTANG'S,5693,RIVERDALE AVENUE,,BRONX,NY,10471,7186012572
SIDEWALK CAFE,1320797,Unenclosed,181,511 AMSTERDAM VINO CORP.,,511,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2128772267
SIDEWALK CAFE,1320914,Unenclosed,160,CAFE 522 HUDSON INC.,,522,HUDSON STREET,,NEW YORK,NY,10014,6462266046
SIDEWALK CAFE,1321086,Unenclosed,177,37 BROADWAY GROUP INC,POMME CAFE,37-19,BROADWAY,,ASTORIA,NY,11103,7185458822
SIDEWALK CAFE,1321094,Unenclosed,256,"MANDUCATIS RUSTICA VIG, LTD.",,46-35,VERNON BOULEVARD,,LIC,NY,11101,7185458822
SIDEWALK CAFE,1321660,Unenclosed,138,"NABUCCO, LLC",,283,AMSTERDAM AVENUE,,NEW YORK,NY,10023,9173280964
SIDEWALK CAFE,1322918,Unenclosed,172,"NOROC, LLC.",,43-45,40 STREET,,SUNNYSIDE,NY,11104,7183892300
SIDEWALK CAFE,1323044,Unenclosed,163,GULLUOGLU LLC,,982,2 AVENUE,,NEW YORK,NY,10022,2128130500
SIDEWALK CAFE,1323151,Unenclosed,278,A & A FOOD ENTERPRISES LLC,,107-02,70 ROAD,,QUEENS,NY,11375,7185442433
SIDEWALK CAFE,1323159,Unenclosed,173,LA MERIDIANA 2 LTD.,,176,2 AVENUE,,NEW YORK,NY,10003,9178659278
SIDEWALK CAFE,1323228,Unenclosed,153,112 RESTAURANT CORP.,,112,BOND STREET,,BROOKLYN,NY,11217,7188520301
SIDEWALK CAFE,1323280,Unenclosed,533,SYLVIA WOODS INC,,328,LENOX AVENUE,AKA MALCOLM X BLVD,NEW YORK,NY,10027,2129660660
SIDEWALK CAFE,1323624,Enclosed,,"SHARAKU, INC",,14,STUYVESANT STREET,,NEW YORK,NY,10003,2125980403
SIDEWALK CAFE,1323685,Unenclosed,208,PORFIRIO SUERO SR.,,73,JAY STREET,,BROOKLYN,NY,11201,7187972851
SIDEWALK CAFE,1324003,Unenclosed,323,30-03 47TH STREET CORP.,,47-02,30 AVENUE,,ASTORIA,NY,11103,2124651318
SIDEWALK CAFE,1324320,Unenclosed,213,S & K HALAL CHINESE FUSION INC,,184-22,HORACE HARDING EXPRESSWAY,,FRESH MEADOWS,NY,11365,9174156515
SIDEWALK CAFE,1324561,Unenclosed,204,13TH STREET ENTERTAINMENT LLC,,409,WEST   13 STREET,,NEW YORK,NY,10014,2122251933
SIDEWALK CAFE,1325458,Unenclosed,320,"SPUNTO, INC.",,65,CARMINE STREET,,NEW YORK,NY,10014,2122421200
SIDEWALK CAFE,1326142,Unenclosed,285,68TH ST CAFE INC.,,2014,BROADWAY,,NEW YORK,NY,10023,2127241400
SIDEWALK CAFE,1326438,Unenclosed,175,SEA BREEZE PHARMACY & MEDICAL SUPPLY INC,,1129,BRIGHTON BEACH AVENUE,,BROOKLYN,NY,11235,7186460660
SIDEWALK CAFE,1326701,Enclosed,,ZUCCA TRATTORIA INC.,,95,7 AVENUE SOUTH,,NEW YORK,NY,10014,2122551980
SIDEWALK CAFE,1327313,Unenclosed,98,B & C THAI GIFT TRADING INC,,34-16,BROADWAY,,ASTORIA,NY,11106,7189328827
SIDEWALK CAFE,1327665,Unenclosed,363,3321 ASTORIA INC,,33-21,31 AVENUE,,ASTORIA,NY,11106,7187777011
SIDEWALK CAFE,1328754,Unenclosed,198,AQ KAFE LLC,,1800,BROADWAY,,NEW YORK,NY,10019,212
SIDEWALK CAFE,1329305,Enclosed,144,542 3RD AVENUE FOOD CORP,,542,3 AVENUE,,NEW YORK,NY,10016,6462941902
SIDEWALK CAFE,1329670,Unenclosed,217,LENZ'S FOOD INC.,20TH ST. FOOD CORP,514,EAST   20 STREET,,NEW YORK CITY,NY,10009,2129795736
SIDEWALK CAFE,1331625,Unenclosed,168,JEMANYA CORP,,57,SOUTH    5 STREET,,BROOKLYN,NY,11211,7182304040
SIDEWALK CAFE,1333967,Unenclosed,123,DAVE 60 NYC INC,,33,EAST   60 STREET,,NEW YORK,NY,10022,2128884295
SIDEWALK CAFE,1334107,Unenclosed,586,TREL RESTAURANT INC,,800,SEVENTH AVENUE,,NEW YORK,NY,10019,212
SIDEWALK CAFE,1334619,Unenclosed,126,MADISON GLOBAL LLC,,696,MADISON AVENUE,,NEW YORK,NY,10065,2127368700
SIDEWALK CAFE,1336537,Unenclosed,104,PARISENNE CAFE INCORPORATED,,2339,ARTHUR AVENUE,,BRONX,NY,10458,6464020758
SIDEWALK CAFE,1336661,Unenclosed,73,NEW YORK PAO DE QUEIJO LLC,,31-90,30 STREET,,ASTORIA,NY,11106,7182041979
SIDEWALK CAFE,1337067,Unenclosed,191,GARI INTERNATIONAL INC.,,370,COLUMBUS AVENUE,,NEW YORK,NY,10024,2129327466
SIDEWALK CAFE,1338364,Unenclosed,252,121ST STREET CAFE LTD.,,1241,AMSTERDAM AVENUE,,NEW YORK,NY,10027,9179124409
SIDEWALK CAFE,1338515,Enclosed,,"H.B RESTAURANT GROUP, INC.",HUNAN BALCONY,2596,BROADWAY,,NEW YORK,NY,10025,2128650400
SIDEWALK CAFE,1338890,Unenclosed,126,TUTTO BENE RESTAURANT INC.,,108,8 AVENUE,,NEW YORK,NY,10011,2129247786
SIDEWALK CAFE,1338960,Unenclosed,335,CAFE RUSTICA INC,,8320,3 AVENUE,,BROOKLYN,NY,11209,3475174743
SIDEWALK CAFE,1338974,Enclosed,,ABITINO'S PIZZA 49TH STREET CORP,,936,2 AVENUE,,NEW YORK,NY,10022,2123081234
SIDEWALK CAFE,1339224,Unenclosed,253,VINO FIVE GROUP LLC,,201,EAST   31 STREET,,NEW YORK,NY,10016,2127288466
SIDEWALK CAFE,1339241,Unenclosed,181,LENNYS 74TH STREET LLC,,302,COLUMBUS AVENUE,,NEW YORK,NY,10023,2125808300
SIDEWALK CAFE,1341044,Enclosed,,CARABEAN LLC,,133,7 AVENUE SOUTH,,NEW YORK,NY,10014,9176913630
SIDEWALK CAFE,1341402,Unenclosed,360,DONIZETTI LLC,,2315,BROADWAY,,NEW YORK,NY,10024,2127572277
SIDEWALK CAFE,1341610,Unenclosed,,BU YAO PA LLC,VINE SUSHI,2955-2957,BROADWAY,,NEW YORK,NY,10025,6467390337
SIDEWALK CAFE,1341925,Unenclosed,85,D & D THAI RESTAURANT CORP,,450,AMSTERDAM AVENUE,,NEW YORK,NY,10024,6467508762
SIDEWALK CAFE,1342248,Unenclosed,479,"BROOKLYN FOOD & DRINK, LLC.",,570,VANDERBILT AVENUE,,BROOKLYN,NY,11238,7186230570
SIDEWALK CAFE,1342712,Unenclosed,230,"CAFE MOCHA, INC.",,116,2 AVENUE,,NEW YORK,NY,10003,2122532050
SIDEWALK CAFE,1342907,Unenclosed,157,"EMILIA, INC.",,184,SPRING STREET,,NEW YORK,NY,10012,2123431445
SIDEWALK CAFE,1343045,Unenclosed,306,FRIENDLY FOODS LLC,,282,BOWERY,,NEW YORK,NY,10012,2129255340
SIDEWALK CAFE,1343247,Unenclosed,600,FIG & OLIVE THIRTEEN STREET LLC,,420,WEST   13 STREET,,NEW YORK,NY,10014,9172096177
SIDEWALK CAFE,1343308,Unenclosed,200,SUMMIT OF THE WORLD INC.,,75,GREENWICH AVENUE,,NEW YORK,NY,10014,2126479600
SIDEWALK CAFE,1343596,Enclosed,,A LA TURK INC,,1417,2 AVENUE,,NY,NY,10021,2127442424
SIDEWALK CAFE,1343613,Unenclosed,61,COPEL 2007 INC,,39,EAST   19 STREET,,NEW YORK,NY,10003,2125823000
SIDEWALK CAFE,1343834,Unenclosed,450,CHEZ OSKAR INC.,,211,DEKALB AVENUE,,BROOKLYN,NY,11205,7188526250
SIDEWALK CAFE,1343867,Unenclosed,105,AQUALIS LLC,,773,FULTON STREET,,BROOKLYN,NY,11217,7187973494
SIDEWALK CAFE,1343896,Unenclosed,85,ALBEROBELLO CAFFE INC,,1135,1 AVENUE,,NEW YORK,NY,10065,2123712166
SIDEWALK CAFE,1344043,Unenclosed,,A & D WINE CORP.,,65,2 AVENUE,,NEW YORK,NY,10003,9173291981
SIDEWALK CAFE,1344183,Unenclosed,207,"DON PABLO, INC.",,1725,2 AVENUE,,NEW YORK,NY,10128,2122898944
SIDEWALK CAFE,1345353,Unenclosed,333,HL KOELN CORP,,710,FULTON STREET,,BROOKLYN,NY,11217,7188588898
SIDEWALK CAFE,1345473,Unenclosed,140,"TEN JAPANESE CUISINE, CORP.",,440,7 AVENUE,,BROOKLYN,NY,11215,7187689888
SIDEWALK CAFE,1345738,Unenclosed,153,HELL'S KITCHEN CREAM & SUGAR INC,,626,10 AVENUE,,NEW YORK,NY,10036,2123994450
SIDEWALK CAFE,1345817,Unenclosed,300,BURKINABE ENTERTAINMENT LLC,,2269,ADAM CLAYTON POWELL JR. BLVD,,NEW YORK,NY,10030,212690699
SIDEWALK CAFE,1345829,Unenclosed,253,J.A.V. FOOD CORP.,,1505,1 AVENUE,,NEW YORK,NY,10075,2124520690
SIDEWALK CAFE,1345894,Unenclosed,251,SUTOL OPERATING COMPANY LLC,ABE & ARTHUR'S RESTAURANT,409,WEST   14 STREET,,NEW YORK,NY,10014,2126271235
SIDEWALK CAFE,1346272,Unenclosed,317,AMBER ASIAN ONE INC.,,1406,3 AVENUE,,NEW YORK,NY,10075,2122495020
SIDEWALK CAFE,1346477,Enclosed,,INNOVATION 2010 INC.,,15,GREENWICH AVENUE,,NEW YORK,NY,10014,2129611535
SIDEWALK CAFE,1346491,Unenclosed,98,"ACUMEN GMAT, LLC",,2905,BROADWAY,,NEW YORK,NY,10025,2126625265
SIDEWALK CAFE,1347094,Unenclosed,207,L PLUS L PRODUCTIONS LLC,,113,7 AVENUE SOUTH,,NEW YORK,NY,10014,6463181847
SIDEWALK CAFE,1347261,Unenclosed,320,"ACT 718,LLC",,149,4 AVENUE,,BROOKLYN,NY,11217,7188574337
SIDEWALK CAFE,1347971,Unenclosed,,333 LAFAYETTE LLC,PINCHE TAQUERIA,333,LAFAYETTE STREET,,NEW YORK,NY,10012,2123439977
SIDEWALK CAFE,1348205,Unenclosed,,THIRD AVE CAFE LLC,,431,3 AVENUE,,NEW YORK,NY,10016,2122520146
SIDEWALK CAFE,1348216,Enclosed,,151 BLEECKER LLC,,151,BLEECKER STREET,,NEW YORK,NY,10012,2122609797
SIDEWALK CAFE,1348224,Unenclosed,104,NANA SUSHI & LOUNGE INC,,511,3 AVENUE,,NEW YORK,NY,10016,2126831088
SIDEWALK CAFE,1348439,Unenclosed,,OLIMATT LLC,LE P'TIT PARIS,256,PROSPECT PARK WEST,,BROOKLYN,NY,11215,7183693590
SIDEWALK CAFE,1350796,Enclosed,,"CORNED BEEF EXPRESS, LLC",ARTIES'S DELICATESSEN,2290,BROADWAY,,NEW YORK,NY,10024,2125795959
SIDEWALK CAFE,1354338,Enclosed,,JAN CO CENTRAL INC,,3451,BROADWAY,,NY,NY,10031,4019464000
SIDEWALK CAFE,1354470,Enclosed,,AMBER WEST 70 INC,,221-223,COLUMBUS AVENUE,,NEW YORK,NY,10023,2127998100
SIDEWALK CAFE,1354705,Enclosed,,LANSKY'S OPERATING CORPORATION,,235,COLUMBUS AVENUE,,NEW YORK,NY,10023,6462756820
SIDEWALK CAFE,1357229,Unenclosed,,SUSHI HANA FUSION INC,,466,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2128740369
